User Name,9220950,Policy Number,D.O.P,Block Id,Location,Issue,D.O.I,D.O.R,Amount,Asset,1,Claim Id,Age
Thomas Sicilian,5642453,2861364,12/17/2020,25460,"Purdy, MO",Bike & Car Accident,05/01/2021,05/24/2021,15841,35362,1,1793777,31
Cheryl Mayes,1442170,7837873,2/24/2020,23015,"Rodey, NM",Hit and Run,12/20/2020,06/20/2021,12234,7578,0,2081394,31
Cynthia Wolf,8682581,8041652,11/1/2020,30271,"Lexington, KY",Auto Theft,06/03/2021,06/09/2021,15727,20330,1,3828597,65
Ronald Detrolio,1294242,6133984,8/6/2020,73175,"Barkeyville, PA",Single Car Accident,08/25/2020,08/28/2020,15529,56387,1,1626123,40
Arthur Hernandez,4134589,7626105,8/14/2020,63641,"Norcross, MN",Hit and Run,06/27/2021,06/29/2021,4602,13579,0,1262174,63
Suzanne Scruggs,7188977,5044214,2/14/2020,19773,"Lawson, MO",Single Car Accident,03/21/2021,05/14/2021,17851,11612,1,3653135,31
John Robinson,4698307,2716988,6/13/2020,21741,"Metlakatla, AK",Hit and Run,07/24/2020,12/13/2020,6400,23689,0,6491925,18
Vivian Judd,6264149,7539247,6/18/2020,78229,"Manville, NJ",Auto Theft,11/01/2020,06/25/2021,2926,37652,0,1175224,33
Luella Broome,9903357,4461173,3/28/2020,93042,"Gore, OK",Hit and Run,08/19/2020,11/14/2020,17116,46501,0,1688128,43
Robert Hicks,6484214,8732457,6/21/2020,47832,"Rural Valley, PA",Multiple Car Accident,06/25/2020,02/05/2021,15146,7703,1,3941344,17
Nancy Speights,3450321,9733357,3/20/2020,34677,"Long Island, KS",Multiple Car Accident,09/15/2020,01/24/2021,8144,37100,0,9623883,59
Kevin Moon,3640290,7005350,4/14/2020,58623,"Krebs, OK",Single Car Accident,01/09/2021,06/14/2021,12977,59842,1,8210450,36
William Rapa,6746647,5137478,5/17/2020,29429,"Deerfield, VA",Bike & Car Accident,03/17/2021,05/26/2021,5028,35127,1,4543738,37
Virgil Todd,7941024,1782145,11/13/2020,37374,"Queen Anne, MD",Hit and Run,04/18/2021,06/15/2021,7830,52561,1,7186072,47
Gerald Cook,7271000,3625751,5/17/2020,96923,"Alleghany, CA",Auto Theft,01/29/2021,03/02/2021,14477,8216,1,2371905,17
Debra Naiman,7065104,8030728,8/26/2020,23034,"Hardin, IL",Auto Theft,10/26/2020,06/29/2021,19742,25887,1,4844679,48
Bobby Simon,5887694,1551377,10/22/2020,26980,"Wetherington, OH",Hit and Run,01/17/2021,04/19/2021,4151,55190,0,8468290,31
Jessica Upton,9486033,7534195,12/27/2020,94637,"Madison, AL",Bike & Car Accident,01/29/2021,03/19/2021,4568,6173,0,4286154,33
Carole Easterling,2102556,1481825,9/28/2020,54977,"Latham, IL",Single Car Accident,10/12/2020,03/27/2021,16288,7000,0,3448915,29
Shirley Parker,3944666,2077051,10/28/2020,62482,"Healy Lake, AK",Multiple Car Accident,12/19/2020,05/24/2021,3388,6427,0,3970513,64
Charles Mclaughlin,9432275,7565857,1/19/2020,25601,"Verona, OH",Hit and Run,10/16/2020,12/05/2020,15819,18660,0,9533184,36
Vincent Baer,4664894,7383071,12/24/2020,41379,"Peggs, OK",Bike & Car Accident,01/13/2021,04/08/2021,15659,16068,1,2124985,32
Mary Marlett,5840312,2762986,11/19/2020,79912,"Shaktoolik, AK",Bike & Car Accident,12/31/2020,05/15/2021,19035,33807,0,7854904,62
Daniel Cabrera,6183206,3425966,12/21/2020,37440,"Marlboro Village, MD",Hit and Run,05/07/2021,06/07/2021,7089,16304,0,1601714,62
Catherine Valenzuela,1563776,9149465,4/8/2020,18086,"Maywood, NJ",Multiple Car Accident,10/02/2020,06/01/2021,9305,55171,1,2378328,54
Diane Brauer,8584940,2610787,9/25/2020,57947,"Floresville, TX",Single Car Accident,05/21/2021,06/15/2021,17719,28971,1,8277807,41
Elizabeth Gracey,7722507,1657554,7/6/2020,90336,"Wessington, SD",Multiple Car Accident,12/17/2020,06/12/2021,16286,46394,0,8431701,37
Shirley Hernandez,3751641,9758847,2/11/2020,61129,"Fort Worth, TX",Bike & Car Accident,08/25/2020,05/02/2021,9009,35525,0,7828918,58
Bettye Holloway,1126488,9790167,1/15/2020,94506,"Nixon, PA",Bike & Car Accident,10/09/2020,03/17/2021,11366,47828,1,1713401,47
Josephine Ardoin,3574212,2046864,6/3/2020,91835,"New Church, VA",Hit and Run,11/04/2020,12/26/2020,11552,18649,0,8059939,33
Alan Mitchell,2771100,6840383,2/22/2020,64770,"Highland Meadows, NM",Bike & Car Accident,02/07/2021,03/04/2021,14690,34058,0,1090668,16
Randy Hopkins,8290163,9909194,7/21/2020,61685,"Peach Springs, AZ",Bike & Car Accident,02/06/2021,06/01/2021,12692,33141,0,8582433,56
Jonathan Stanley,7311536,8417826,9/28/2020,86070,"Alleghany, CA",Multiple Car Accident,03/23/2021,05/22/2021,5732,58737,0,4538345,17
Juanita Naumann,2335591,8448706,11/1/2020,47238,"La Fontaine, IN",Bike & Car Accident,05/29/2021,06/04/2021,6401,49591,0,6481780,22
Nicholas Sundquist,4175753,7941330,7/4/2020,53178,"Columbia, KY",Hit and Run,11/18/2020,12/18/2020,4627,46646,1,1064357,59
Betsy Wood,8956878,4615146,10/4/2020,72319,"Saylorville, IA",Bike & Car Accident,06/04/2021,07/01/2021,14987,12952,0,1885373,53
Jack Beem,9122060,3061882,4/12/2020,68761,"Le Roy, IA",Bike & Car Accident,04/21/2021,05/25/2021,7702,13171,0,4680458,23
Robert Cox,1915390,4419711,10/8/2020,65050,"Deephaven, MN",Bike & Car Accident,02/07/2021,04/19/2021,14450,48725,0,3519068,52
Juanita Freeman,3681531,6527344,8/1/2020,82186,"Kivalina, AK",Auto Theft,09/05/2020,01/28/2021,7473,29799,0,7654047,50
Antonette Roberts,1499142,4971801,11/20/2020,41022,"Brenda, AZ",Auto Theft,03/28/2021,05/08/2021,16375,17372,0,2398016,33
Adena Wagner,8795781,3896262,7/28/2020,73791,"Cane Savannah, SC",Multiple Car Accident,05/23/2021,06/03/2021,15316,31211,0,6725561,40
Mary Barron,3748504,1631685,12/20/2020,18200,"Russell Springs, KY",Bike & Car Accident,02/23/2021,04/24/2021,3750,20232,1,3930784,48
Claude Wilson,2735394,4172337,7/17/2020,58948,"Tipton, IA",Multiple Car Accident,08/10/2020,08/31/2020,5702,38399,0,2340637,39
Thomas Herrera,3793784,5657711,3/24/2020,75090,"Lebanon, OK",Single Car Accident,09/18/2020,04/16/2021,3065,32118,0,4426280,57
Edward Bohl,2312646,8483301,10/11/2020,39179,"Papineau, IL",Multiple Car Accident,06/05/2021,06/14/2021,18989,22134,1,5094188,18
Reda Gonzalez,3638219,3569920,5/15/2020,55720,"Moravia, IA",Multiple Car Accident,12/18/2020,07/01/2021,17479,20991,0,7760385,21
Mary Stephens,9595302,6041012,4/4/2020,14229,"Frederick, SD",Single Car Accident,11/29/2020,06/07/2021,16282,27959,0,4956139,63
Blanca Krug,9303882,2933023,7/20/2020,21815,"Enetai, WA",Single Car Accident,01/31/2021,03/09/2021,8073,50510,0,4108089,21
Lee Murphy,1656061,2581834,1/26/2020,26877,"Bloomfield, KY",Single Car Accident,05/08/2021,06/16/2021,18485,17938,0,4798954,40
Helen Falcone,9155947,3205360,11/24/2020,89265,"Kenilworth, PA",Single Car Accident,06/13/2021,06/29/2021,10007,55244,1,9429198,54
Jim Carter,6838815,3617688,5/16/2020,85913,"Toccoa, GA",Bike & Car Accident,10/10/2020,10/22/2020,12264,10710,0,1609977,20
Alma Willard,8626920,6309575,5/13/2020,94561,"Shell Lake, WI",Auto Theft,08/26/2020,02/17/2021,14863,13568,0,9057933,31
Margret Moore,8877582,4587368,10/28/2020,99720,"Jupiter, FL",Hit and Run,06/23/2021,06/29/2021,11565,26126,0,9872381,20
Henry Goh,7288137,3162122,4/27/2020,20718,"Creston, OH",Multiple Car Accident,06/16/2020,12/19/2020,4223,23145,1,3376642,26
Victoria Hadsell,5715688,5008337,1/15/2020,59392,"Mocanaqua, PA",Hit and Run,01/01/2021,01/12/2021,10325,30395,0,1150049,45
Ralph Humphrey,2799134,9478178,11/21/2020,13237,"Ravenna, KY",Bike & Car Accident,03/28/2021,04/27/2021,5055,11579,0,4614629,61
Evelyn Matthews,5473526,9715766,5/20/2020,73813,"Spencer, IA",Multiple Car Accident,10/02/2020,11/11/2020,9121,32895,0,3151075,36
Frank Blake,4148286,5259087,2/16/2020,39289,"Antelope, MT",Auto Theft,04/22/2020,04/09/2021,8046,48738,0,2226774,59
Alicia Ard,9345673,2244432,5/4/2020,71827,"Newport, IN",Single Car Accident,07/24/2020,07/25/2020,14987,21771,0,5855619,41
Beverly Gordon,1535091,7230450,1/2/2020,66738,"Lisbon, LA",Hit and Run,03/02/2021,06/07/2021,3485,57176,1,8350677,26
Geraldine Matthews,7441788,1800827,10/20/2020,13562,"Lake Helen, FL",Bike & Car Accident,04/04/2021,05/21/2021,13057,23193,0,5441263,65
Amber Hunnings,1192022,6448973,7/19/2020,66974,"Bluffton, SC",Single Car Accident,01/06/2021,03/23/2021,5246,18355,1,3865913,41
Dorothea Shaw,7397231,7881481,6/4/2020,84354,"Whitewater, WI",Auto Theft,05/12/2021,06/13/2021,5148,59398,0,6161483,60
Janice Hand,6763929,8315549,10/27/2020,40507,"Conesus Hamlet, NY",Multiple Car Accident,12/13/2020,01/19/2021,19337,24324,0,6936616,26
Herbert Pearson,6639106,4565852,6/23/2020,11718,"Cresbard, SD",Auto Theft,03/09/2021,06/24/2021,18924,34109,0,3372498,28
Gary Cruz,7184138,2941704,1/25/2020,13983,"Stamford, TX",Auto Theft,02/28/2021,05/31/2021,11011,41849,0,5517328,33
Marnie Doolittle,2310540,7961175,4/13/2020,80305,"Elizabeth, NJ",Hit and Run,08/29/2020,04/17/2021,15425,38947,0,2712347,35
Cuc Mares,1382258,1932853,1/26/2020,34769,"Linn Grove, IA",Auto Theft,06/26/2021,06/30/2021,2714,59252,0,8677280,59
Alma Smtih,9389179,4471327,2/8/2020,56224,"Rome, WI",Bike & Car Accident,12/18/2020,02/19/2021,18301,51974,1,5698094,56
Darnell Lowman,6103918,6612733,10/11/2020,20721,"Lenoir, NC",Multiple Car Accident,01/12/2021,04/27/2021,9846,48202,1,1505955,45
Ricky Crosby,5121600,9600347,5/5/2020,11684,"Burlington, VT",Bike & Car Accident,06/27/2020,12/05/2020,7020,22337,0,6012570,47
Johnnie Barber,5966015,5350024,10/21/2020,58298,"Wilder, VT",Auto Theft,05/03/2021,06/22/2021,5000,6936,0,4276333,58
Edna Terry,5336452,8413406,10/2/2020,30959,"Kennett, MO",Hit and Run,01/06/2021,05/15/2021,12478,39650,0,8322439,54
Lloyd Campbell,2251165,2250975,3/17/2020,20148,"Honcut, CA",Multiple Car Accident,03/01/2021,05/03/2021,9167,20794,1,4756465,49
Barbara House,4092777,7147518,7/13/2020,89250,"Attica, OH",Hit and Run,04/24/2021,06/21/2021,9744,25097,0,3983078,40
Tom Gordon,8316593,6557313,3/7/2020,98374,"Oden, AR",Single Car Accident,06/26/2020,05/06/2021,2512,12311,0,9431893,21
Sharon Dearing,1361891,7572239,2/7/2020,23380,"Metter, GA",Auto Theft,01/22/2021,03/07/2021,5147,43998,0,7654099,63
Jody Jones,5331184,7141279,12/26/2020,67076,"New Albany, IN",Multiple Car Accident,01/27/2021,06/20/2021,16080,22249,1,8276643,54
Morris Carlson,8015683,8928567,9/6/2020,50734,"Wild Rose, WI",Hit and Run,06/09/2021,06/16/2021,12185,16107,1,3091934,44
James Norwood,5355547,8303117,12/24/2020,70987,"Columbiana, AL",Auto Theft,06/07/2021,06/17/2021,18998,10781,0,9710734,28
John Yazzie,1583184,2703665,12/18/2020,30468,"Boulder, MT",Multiple Car Accident,04/01/2021,05/06/2021,2561,48162,0,3776296,58
Rachel Lipscomb,9834055,6879282,5/5/2020,85404,"Snoqualmie Pass, WA",Bike & Car Accident,01/29/2021,06/06/2021,15542,34377,0,4174333,39
Erline Cabello,8524913,4767969,8/16/2020,71266,"Parkland, FL",Auto Theft,02/14/2021,05/21/2021,5784,59567,0,7415735,19
William Anteby,4719599,1669465,6/27/2020,50803,"Mooresville, NC",Bike & Car Accident,03/23/2021,03/25/2021,19123,30523,1,2223786,48
Michael Hopper,9135265,8890406,10/14/2020,94161,"Toco, TX",Multiple Car Accident,06/17/2021,06/21/2021,13356,39021,1,8419082,17
Frances Herrera,5892915,1605083,2/1/2020,13170,"Mulford, CO",Hit and Run,12/14/2020,01/18/2021,2736,44609,1,6506934,43
Doris Hickel,1746195,8420232,3/10/2020,63196,"Hanapepe, HI",Bike & Car Accident,06/21/2020,05/16/2021,13885,53201,0,5718876,56
Aaron Alvarez,5350589,9709996,1/18/2020,85704,"St. Georges, DE",Auto Theft,05/12/2020,06/12/2020,15527,52838,0,8915596,23
Jermaine Ozga,3800124,9713998,8/21/2020,71812,"Paden, OK",Hit and Run,03/27/2021,05/31/2021,6396,38536,1,4393885,40
Michele Slater,2569226,7219036,10/22/2020,14257,"Potrero, CA",Multiple Car Accident,12/29/2020,01/07/2021,2183,25054,1,8711025,30
Bryan Heidel,6584063,1740998,9/24/2020,54251,"Galena, MO",Multiple Car Accident,06/20/2021,06/30/2021,11003,20646,0,5902674,53
Jason Haught,7239279,7679601,4/18/2020,98041,"Cannelburg, IN",Multiple Car Accident,09/25/2020,06/11/2021,17600,37643,1,3168093,23
Gary Rodriguez,4817792,6866226,11/22/2020,80342,"Cobbtown, GA",Hit and Run,02/28/2021,04/27/2021,2649,52048,0,3251280,65
Dwayne Isom,9199167,6185570,6/23/2020,79883,"Varina, IA",Hit and Run,03/26/2021,05/02/2021,7723,49393,0,4957260,43
John Hong,7082303,2786924,12/24/2020,21058,"Parryville, PA",Auto Theft,04/10/2021,04/27/2021,15453,53352,0,3153381,59
Nicole Toombs,2120595,9719856,9/25/2020,15241,"Hanley Hills, MO",Hit and Run,03/27/2021,05/22/2021,5281,19025,0,3124061,44
Florence Soroka,1317667,5381330,7/28/2020,42017,"Slippery Rock University, PA",Single Car Accident,04/05/2021,06/24/2021,2199,24397,0,4885482,54
Jimmie Goodwin,3487677,6576274,12/26/2020,66061,"Weldona, CO",Multiple Car Accident,05/25/2021,06/08/2021,19669,17766,1,3109296,52
Mike Johnson,6995920,8443506,2/2/2020,40567,"Florida Ridge, FL",Multiple Car Accident,06/22/2020,05/15/2021,12337,50752,0,7764467,47
Taylor Sutton,8706694,8155386,5/28/2020,82645,"Gilman, WI",Multiple Car Accident,05/05/2021,05/28/2021,9716,46801,0,2683575,51
William Thurston,1765240,8994940,4/11/2020,10013,"North Manchester, IN",Multiple Car Accident,07/19/2020,02/26/2021,3206,21775,1,5081330,53
Michael Morris,6467777,3498375,4/15/2020,17571,"Mitiwanga, OH",Auto Theft,03/14/2021,06/30/2021,8749,8829,1,7211295,58
Glen Chu,7600715,9459680,1/25/2020,11148,"Shaw, MS",Hit and Run,11/03/2020,06/02/2021,3502,27410,0,8252653,20
Ashley Anderson,5257857,6377711,5/1/2020,68759,"Glendale, UT",Single Car Accident,09/26/2020,11/09/2020,7811,21033,0,8719879,16
Johnny Zavala,7082949,2369868,8/2/2020,56438,"Richland Center, WI",Single Car Accident,03/28/2021,05/14/2021,5849,42031,0,5304044,17
James Lafromboise,2096512,8748278,12/10/2020,63008,"Brocton, NY",Single Car Accident,06/09/2021,06/22/2021,7811,34476,0,1374557,23
William Emmons,7068334,5737922,2/1/2020,51993,"Henderson, LA",Single Car Accident,03/01/2020,07/30/2020,9605,53891,0,9347553,32
Noel Avallone,5245961,7575910,2/7/2020,38406,"Cankton, LA",Auto Theft,05/12/2021,06/03/2021,17411,11686,0,6297373,64
Chelsea Gibbs,6171592,9051953,8/28/2020,84844,"Grantsville, UT",Bike & Car Accident,03/18/2021,06/22/2021,8590,26572,1,3562050,37
Robert Camacho,7985779,8030898,7/26/2020,44453,"Worthington, MO",Auto Theft,05/11/2021,05/24/2021,8478,6998,1,3718253,59
Melva Connor,7511824,2814339,3/22/2020,18249,"Eastwood, LA",Multiple Car Accident,01/29/2021,03/01/2021,8082,57835,1,9545114,49
Shelley Hughes,6964667,1355883,3/2/2020,57101,"Hortonville, WI",Bike & Car Accident,06/09/2020,07/08/2020,12506,22053,0,5825688,18
Erin Nicholas,9116008,4538310,7/6/2020,99806,"Upper Exeter, PA",Single Car Accident,04/15/2021,05/23/2021,2863,25466,0,4318608,24
Connie Kertis,4173605,1348315,6/16/2020,53050,"Los Ybanez, TX",Hit and Run,10/22/2020,02/25/2021,3061,47938,1,4998150,23
Brenda Mota,1192041,5469625,2/6/2020,84433,"Garden View, PA",Auto Theft,02/16/2020,05/22/2020,19210,8848,0,7143990,63
Gloria Anderson,5121010,3551134,8/14/2020,30538,"Stacyville, IA",Multiple Car Accident,10/19/2020,01/16/2021,7929,31842,0,4616723,25
Theresa Burnett,4024178,1933400,8/17/2020,92537,"Cordova, AL",Multiple Car Accident,10/07/2020,05/14/2021,5886,13769,0,3461903,56
Maria Deakins,4453098,9454687,12/27/2020,63248,"Forest Hills, PA",Bike & Car Accident,04/26/2021,06/30/2021,19995,46285,0,2792353,21
Ana Truitt,3966368,4532820,2/1/2020,16302,"Pleasant Grove, AL",Bike & Car Accident,05/17/2020,05/21/2020,8080,33873,0,8047303,54
Jack Hobbs,4372884,1893029,3/25/2020,36882,"Ness City, KS",Auto Theft,05/24/2021,06/18/2021,2118,14667,1,8953039,34
Mark Ramsey,7567270,2691618,9/23/2020,56354,"Fairview Shores, FL",Single Car Accident,05/11/2021,06/30/2021,17552,19072,1,1176500,52
John Dye,8074775,8435227,4/21/2020,48336,"Elderton, PA",Auto Theft,07/12/2020,03/11/2021,5493,9857,0,2489407,47
Marg Toler,9479041,4979279,5/19/2020,87327,"Ingram, PA",Multiple Car Accident,06/27/2021,06/28/2021,8694,28016,0,2335014,29
Patricia Kyle,8827535,9494293,2/15/2020,92831,"Crofton, KY",Auto Theft,10/17/2020,11/02/2020,3469,9635,1,8352385,52
Joyce Fred,2085249,9732646,3/18/2020,52550,"Ratcliff, AR",Auto Theft,08/22/2020,12/28/2020,9170,22711,0,7165452,17
Jeanne Valley,4244197,8091958,2/2/2020,76210,"Somerville, AL",Bike & Car Accident,04/14/2021,06/23/2021,4953,48705,0,8934638,27
Jada Hemmingsen,4359400,8742050,5/17/2020,23247,"Mount Ayr, IN",Auto Theft,07/24/2020,03/22/2021,15858,7942,0,3011058,52
Richard Storey,1908390,1851132,10/18/2020,57918,"Camden, NC",Auto Theft,06/29/2021,06/30/2021,12692,56848,0,9677248,47
Samuel Anderson,6417342,5650011,10/21/2020,30309,"Rampart, AK",Single Car Accident,06/07/2021,06/19/2021,16396,14886,0,5900825,21
Larry Williams,5062372,5635250,3/9/2020,21198,"Gila Crossing, AZ",Hit and Run,01/28/2021,05/20/2021,7793,26282,0,6872434,21
Alec Andrzejewski,5999072,5208690,4/24/2020,85941,"Newfield Hamlet, NY",Bike & Car Accident,08/05/2020,03/17/2021,7884,34128,0,3789248,42
Stephanie Klein,8206450,2731572,4/15/2020,17717,"Anadarko, OK",Single Car Accident,04/23/2021,06/01/2021,6222,43479,1,5437418,54
Mark Hearn,3937377,1760189,3/7/2020,80957,"Hartshorne, OK",Multiple Car Accident,05/05/2021,06/29/2021,4080,5258,1,5428783,24
Bradly Gusler,3131741,4862632,12/3/2020,23208,"Birdseye, IN",Single Car Accident,05/24/2021,05/25/2021,10428,59795,0,9878056,54
Shawn Reynolds,8335157,2583488,8/26/2020,10090,"Meadowlands, PA",Bike & Car Accident,06/30/2021,06/30/2021,11995,41349,0,2677476,18
Margaret Burton,6048483,5209951,4/18/2020,76981,"Binghamton, NY",Single Car Accident,11/29/2020,04/11/2021,13708,53274,0,1720107,51
Carl Peak,6207898,9956488,1/23/2020,62206,"Glendora, CA",Single Car Accident,03/09/2021,06/05/2021,11068,11478,0,9043096,17
Donna Conner,3961902,6949495,7/13/2020,12174,"Shenandoah, PA",Hit and Run,09/18/2020,01/07/2021,13694,11927,1,7362582,30
Carl Broughton,7627032,2227078,11/27/2020,33603,"Ashland, MT",Multiple Car Accident,12/07/2020,04/22/2021,8777,19769,0,2815306,58
Jane Jones,1813375,7525502,7/10/2020,84011,"Woodridge, IL",Single Car Accident,06/28/2021,06/28/2021,11767,18906,1,9999215,50
Mary Harris,7859289,2404980,6/20/2020,29587,"Joice, IA",Multiple Car Accident,06/24/2021,06/29/2021,3945,58804,0,5681287,58
Marian Rutledge,6802465,4288219,9/8/2020,82972,"Sac City, IA",Auto Theft,06/14/2021,06/20/2021,6711,53681,0,3268755,62
William Green,4396160,2558080,12/2/2020,61525,"Conway, FL",Single Car Accident,01/01/2021,02/07/2021,11368,51521,0,2774913,20
Kathy Helwig,8171514,8421987,9/22/2020,65474,"Pinnacle, NC",Single Car Accident,06/25/2021,06/25/2021,11289,42564,1,4898998,22
Travis Miller,7156656,7787220,12/20/2020,94712,"Felton, MN",Multiple Car Accident,01/28/2021,05/26/2021,18348,26248,1,6780050,38
James Burger,6616710,9026857,7/10/2020,11141,"Elizabeth, WV",Multiple Car Accident,06/08/2021,06/17/2021,9981,26680,0,3923897,62
Goldie Arnold,7288657,6158052,11/3/2020,83417,"Prairie View, KS",Hit and Run,02/06/2021,03/15/2021,10782,23678,1,2708800,48
Genevieve Thompson,7281208,4998327,9/22/2020,74423,"Wauregan, CT",Single Car Accident,12/24/2020,04/07/2021,3028,22441,0,7868204,62
George Haugh,4837464,9790721,4/20/2020,66804,"Stockholm, SD",Multiple Car Accident,10/28/2020,02/22/2021,7934,18107,0,3235382,45
Bruce Drake,1603426,6540049,12/24/2020,74340,"Potosi, WI",Multiple Car Accident,01/02/2021,06/25/2021,10444,23198,1,9141877,38
Gilbert Jones,9910326,4997694,12/25/2020,38925,"Chula Vista, TX",Bike & Car Accident,02/25/2021,04/12/2021,4230,56526,1,9859904,26
Cathy Ketchie,9897735,8640334,5/19/2020,90649,"Embden, ND",Bike & Car Accident,09/04/2020,06/17/2021,5890,35070,0,9039478,47
William Prather,9321633,6490946,4/4/2020,59502,"South New Castle, PA",Multiple Car Accident,04/18/2020,06/04/2021,5907,10579,0,6749578,22
Clarence Romero,2301507,4842738,11/14/2020,48941,"Ponshewaing, MI",Single Car Accident,06/26/2021,06/27/2021,11904,49982,0,6398989,33
Maria Knutson,8359508,3927764,8/10/2020,26744,"Muscoy, CA",Auto Theft,03/30/2021,06/05/2021,17708,19794,0,1310685,50
Abraham Mixon,8263418,1141458,3/11/2020,32527,"Navajo Mountain, UT",Hit and Run,08/24/2020,12/23/2020,9414,33886,0,1900107,47
Justine Logie,3840069,4039096,6/24/2020,80889,"Ogden, NC",Hit and Run,09/18/2020,06/18/2021,8462,44196,0,6205881,43
Joe Edwards,2795466,4247805,11/23/2020,70724,"Zwolle, LA",Single Car Accident,05/21/2021,06/08/2021,9473,56518,1,3978605,36
Alexander Henderson,2540675,1064362,5/24/2020,38668,"Dearing, GA",Multiple Car Accident,03/21/2021,04/09/2021,4765,16861,0,1818290,54
Raymond Brown,3239364,6090481,4/6/2020,31994,"Batesville, AR",Multiple Car Accident,10/04/2020,01/28/2021,3024,22046,1,4094235,32
Therese Hankins,8480897,7519677,8/14/2020,22332,"Cherry Hill, VA",Single Car Accident,06/05/2021,06/23/2021,9877,5458,0,1014239,42
Tuan Cutter,5125500,4061618,12/20/2020,60328,"Ellendale, DE",Auto Theft,05/09/2021,06/02/2021,7134,30938,1,6760009,47
John Fitzhugh,3816448,2832669,8/3/2020,38080,"Smithville, AR",Multiple Car Accident,01/18/2021,04/26/2021,6846,57830,0,4919498,50
Jerry Gibson,1801668,4570155,11/4/2020,91200,"Leming, TX",Multiple Car Accident,02/02/2021,05/25/2021,11619,5856,0,7552005,45
Wayne Joyner,8584738,3572699,12/20/2020,52678,"Malad City, ID",Multiple Car Accident,03/18/2021,03/30/2021,9938,53857,0,9991358,31
Oma Reaid,4422171,8374377,10/1/2020,24068,"La Veta, CO",Single Car Accident,06/09/2021,06/26/2021,13018,45499,1,3052960,51
Mary Youngman,5474685,6407088,7/26/2020,27293,"Holiday Hills, IL",Multiple Car Accident,07/30/2020,11/12/2020,3898,17154,0,2231199,16
Henry Stobie,8197273,9648110,12/2/2020,13654,"Fairmount Heights, MD",Hit and Run,01/25/2021,02/18/2021,7578,26173,0,5951166,39
Lillian Dobson,6706723,8546165,8/16/2020,46659,"Valliant, OK",Multiple Car Accident,01/10/2021,01/13/2021,2239,58388,0,9356017,35
Johnny Garcia,9727588,5105250,12/9/2020,95753,"Junction City, GA",Hit and Run,02/26/2021,04/29/2021,3625,36638,0,3755008,48
Johnny Sedillo,5026580,4406877,9/3/2020,82089,"Rickardsville, IA",Auto Theft,11/05/2020,02/11/2021,17340,51823,0,4031469,25
Nathan Simpkins,9850858,3170126,10/21/2020,43158,"Caliente, NV",Single Car Accident,06/23/2021,07/01/2021,11464,35386,0,6947555,55
Jeff Perez,8982495,7269569,9/12/2020,21945,"New Palestine, IN",Single Car Accident,11/29/2020,06/30/2021,2777,40049,0,9909889,31
Theodore Chandler,4814848,6496697,8/18/2020,32430,"Brick Center, CO",Hit and Run,03/25/2021,06/17/2021,13046,48276,0,3928022,29
Charles Stanton,4861015,9852315,2/24/2020,42347,"Texarkana, TX",Hit and Run,03/03/2020,04/20/2020,12495,26159,0,7937529,25
Herman Wenning,8899275,5960812,9/18/2020,61040,"Creswell, NC",Multiple Car Accident,01/21/2021,04/01/2021,7954,33407,0,5593599,29
Alex Kahola,9040951,8722375,1/26/2020,92107,"Pagedale, MO",Hit and Run,12/27/2020,05/21/2021,16421,34816,0,6415662,17
Stanley Andersen,9504138,8422942,8/26/2020,10248,"Martin, MI",Hit and Run,03/29/2021,05/31/2021,10005,13045,0,5069178,35
Ralph Tinsley,3279321,6973958,7/20/2020,94188,"Oregon, OH",Auto Theft,07/28/2020,08/03/2020,7252,39479,0,6951041,35
Sally Crenshaw,6730285,2857874,2/9/2020,51930,"Pescadero, CA",Single Car Accident,10/15/2020,03/13/2021,7462,58550,0,6496043,33
Robert Bragdon,4820337,7799286,2/20/2020,26311,"Bergoo, WV",Single Car Accident,03/13/2021,04/06/2021,15469,36435,0,1648431,42
Marva Schultz,1511554,6607551,5/14/2020,91591,"New Era, MI",Multiple Car Accident,02/09/2021,04/22/2021,4483,8719,1,2746767,40
Whitney Johnson,3738112,4974408,2/7/2020,93728,"The Village, OK",Bike & Car Accident,05/31/2021,06/16/2021,5514,36233,0,1307301,50
Calvin Lopez,6165216,9342759,8/5/2020,30664,"Hardeeville, SC",Bike & Car Accident,08/16/2020,10/15/2020,14934,45924,1,6629559,58
Nicole Patterson,3510471,3688240,1/25/2020,64810,"Cokato, MN",Bike & Car Accident,01/04/2021,02/10/2021,19426,7965,0,6141852,20
Matthew Parrish,8472308,5230997,1/22/2020,62597,"Loris, SC",Hit and Run,06/05/2020,06/30/2020,15402,44922,1,3818044,42
Karen Millward,3202549,5342010,7/21/2020,85040,"Sherwood Manor, CT",Single Car Accident,11/26/2020,12/24/2020,12690,26294,0,5790034,55
Christopher Duncan,6269838,1092070,5/22/2020,42341,"York, NE",Multiple Car Accident,06/12/2020,01/25/2021,19649,15413,1,3215473,56
Edwin Monroe,5210900,8409900,12/11/2020,16892,"Johnstown, WY",Auto Theft,12/26/2020,02/16/2021,3631,35274,0,1702044,23
Justin Calleja,2433212,6451803,1/27/2020,26563,"East Hope, ID",Multiple Car Accident,06/02/2020,04/16/2021,19595,23809,0,1659797,23
Shawn Braun,5283978,3882655,10/2/2020,44079,"Stidham, OK",Bike & Car Accident,03/12/2021,04/19/2021,2406,15724,0,6202029,65
